Project,Despach N° RA-20XX-XXXX,SampleID_Init,SampleID_Fin,TotalSample_SE,Weight SE,SampleType,Target,Laboratory,Prepared Method,Analytical Method,DispatchDate,Over Limit,Analytes,ReceivedDate,ResultDate,Workorder,Location,Responsible
BRAR,RA-2023-0273,BR0020668,BR0020710,43,100.72,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,7/27/2023,NA,NA,7/31/2023,9/22/2023,GQ2310628,VESPASIANO/MG,KSI
BRAR,RA-2023-0274,BR0020711,BR0020748,38,83.66,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,7/27/2023,NA,NA,7/31/2023,9/25/2023,GQ2310629,VESPASIANO/MG,KSI
BRAR,RA-2023-0275,BR0020749,BR0020803,55,123.09,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/20/2023,GQ2310890,VESPASIANO/MG,KSI
BRAR,RA-2023-0276,BR0020804,BR0020855,52,134.96,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/22/2023,GQ2310891,VESPASIANO/MG,KSI
BRAR,RA-2023-0277,BR0020856,BR0020911,56,124.19,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/22/2023,GQ2310892,VESPASIANO/MG,KSI
BRAR,RA-2023-0278,BR0020912,BR0020956,45,101.14,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/26/2023,GQ2310893,VESPASIANO/MG,KSI
BRAR,RA-2023-0279,BR0020957,BR0020997,41,93.35,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/22/2023,GQ2310894,VESPASIANO/MG,KSI
BRAR,RA-2023-0280,BR0020998,BR0021053,56,129.94,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/22/2023,GQ2310895,VESPASIANO/MG,KSI
BRAR,RA-2023-0281,BR0021054,BR0021091,38,94.62,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/20/2023,GQ2310896,VESPASIANO/MG,KSI
BRAR,RA-2023-0282,BR0021092,BR0021151,60,131.7,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/21/2023,GQ2310897,VESPASIANO/MG,KSI
BRAR,RA-2023-0283,BR0021152,BR0021184,33,94.14,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/28/2023,GQ2310898,VESPASIANO/MG,KSI
BRAR,RA-2023-0284,BR0021185,BR0021232,48,109.42,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/25/2023,GQ2310899,VESPASIANO/MG,KSI
BRAR,RA-2023-0285,BR0021233,BR0021295,63,143.4,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/26/2023,GQ2310900,VESPASIANO/MG,KSI
BRAR,RA-2023-0286,BR0021296,BR0021347,52,141.44,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/29/2023,GQ2310901,VESPASIANO/MG,KSI
BRAR,RA-2023-0287,BR0021348,BR0021405,58,132.67,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/2/2023,NA,NA,8/8/2023,9/25/2023,GQ2310902,VESPASIANO/MG,KSI
BRAR,RA-2023-0288,BR0004980,BR0005059,80,211.5,Auger,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81,8/2/2023,NA,NA,8/8/2023,8/22/2023,BH23220356,VESPASIANO/MG,KSI
BRAR,RA-2023-0290,BR1003593,BR1003606,14,33.26,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81,8/2/2023,NA,NA,8/8/2023,8/25/2023,BH23220390,VESPASIANO/MG,KSI
BRAR,RA-2023-0290,BR1004494,BR1004501,8,19,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81,8/2/2023,NA,NA,8/8/2023,8/25/2023,BH23220390,VESPASIANO/MG,KSI
BRAR,RA-2023-0292,BR0021406,BR0021451,46,97.01,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/16/2023,GQ2311443,VESPASIANO/MG,KSI
BRAR,RA-2023-0293,BR0021452,BR0021498,47,110.87,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/9/2023,GQ2311444,VESPASIANO/MG,KSI
BRAR,RA-2023-0294,BR0021499,BR0021537,39,83.91,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/6/2023,GQ2311445,VESPASIANO/MG,KSI
BRAR,RA-2023-0295,BR0021538,BR0021583,46,108.5,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/5/2023,GQ2311446,VESPASIANO/MG,KSI
BRAR,RA-2023-0296,BR0021584,BR0021631,48,123.21,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/6/2023,GQ2311447,VESPASIANO/MG,KSI
BRAR,RA-2023-0297,BR0021632,BR0021681,50,121.8,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/6/2023,GQ2311448,VESPASIANO/MG,KSI
BRAR,RA-2023-0298,BR0021682,BR0021730,49,126.51,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/6/2023,GQ2311449,VESPASIANO/MG,KSI
BRAR,RA-2023-0299,BR0021731,BR0021776,46,121.55,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/10/2023,GQ2311450,VESPASIANO/MG,KSI
BRAR,RA-2023-0300,BR0021777,BR0021836,60,137.75,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/17/2023,GQ2311451,VESPASIANO/MG,KSI
BRAR,RA-2023-0301,BR0021837,BR0021893,57,139.24,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/11/2023,GQ2311452,VESPASIANO/MG,KSI
BRAR,RA-2023-0302,BR0021894,BR0021943,50,123.75,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/16/2023,GQ2311453,VESPASIANO/MG,KSI
BRAR,RA-2023-0303,BR0021944,BR0021994,51,114.32,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/9/2023,GQ2311454,VESPASIANO/MG,KSI
BRAR,RA-2023-0304,BR0021995,BR0022031,37,85.34,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/11/2023,GQ2311455,VESPASIANO/MG,KSI
BRAR,RA-2023-0305,BR0022032,BR0022075,44,99.96,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/5/2023,GQ2311456,VESPASIANO/MG,KSI
BRAR,RA-2023-0306,BR0022076,BR0022125,50,120.44,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/16/2023,GQ2311457,VESPASIANO/MG,KSI
BRAR,RA-2023-0307,BR0022126,BR0022167,42,97.26,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/6/2023,GQ2311458,VESPASIANO/MG,KSI
BRAR,RA-2023-0308,BR0022168,BR0022224,57,127.25,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/11/2023,GQ2311459,VESPASIANO/MG,KSI
BRAR,RA-2023-0309,BR0022225,BR0022278,54,135.77,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/8/2023,NA,NA,8/14/2023,10/11/2023,GQ2311460,VESPASIANO/MG,KSI
BRAR,RA-2023-0310,BR0005060,BR0005138,79,202.82,Auger,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81,8/11/2023,NA,NA,8/17/2023,9/6/2023,BH23230203,VESPASIANO/MG,KSI
BRAR,RA-2023-0312,BR0022279,BR0022306,28,62.74,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,10/20/2023,GQ2311639,VESPASIANO/MG,TFC
BRAR,RA-2023-0313,BR0022307,BR0022345,39,87.3,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,10/25/2023,GQ2311640,VESPASIANO/MG,TFC
BRAR,RA-2023-0314,BR0022346,BR0022390,45,108.2,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,10/16/2023,GQ2311641,VESPASIANO/MG,TFC
BRAR,RA-2023-0315,BR0022391,BR0022433,43,103.17,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,10/16/2023,GQ2311642,VESPASIANO/MG,TFC
BRAR,RA-2023-0316,BR0022434,BR0022467,34,70.89,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,10/23/2023,GQ2311643,VESPASIANO/MG,TFC
BRAR,RA-2023-0317,BR0022468,BR0022497,30,63.53,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,11/23/2023,GQ2311643,VESPASIANO/MG,TFC
BRAR,RA-2023-0318,BR0022498,BR0022536,39,99.74,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,11/20/2023,GQ2311645,VESPASIANO/MG,TFC
BRAR,RA-2023-0319,BR0022537,BR0022589,53,109.2,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,11/22/2023,GQ2311646,VESPASIANO/MG,TFC
BRAR,RA-2023-0320,BR0022590,BR0022640,51,134.71,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,10/23/2023,GQ2311647,VESPASIANO/MG,TFC
BRAR,RA-2023-0321,BR0022641,BR0022701,61,143.67,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,11/27/2023,GQ2311648,VESPASIANO/MG,TFC
BRAR,RA-2023-0322,BR0030001,BR0030061,61,134.08,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,11/22/2023,GQ2311649,VESPASIANO/MG,TFC
BRAR,RA-2023-0323,BR0030062,BR0030113,52,122.84,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,1/12/2024,GQ2311650,VESPASIANO/MG,KSI
BRAR,RA-2023-0324,BR0030114,BR0030171,58,140.28,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,11/27/2023,GQ2311651,VESPASIANO/MG,KSI
BRAR,RA-2023-0325,BR0030172,BR0030224,53,147.11,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/11/2023,NA,NA,8/17/2023,2/20/2024,GQ2311652,VESPASIANO/MG,KSI
BRAR,RA-2023-0327,BR0022702,BR0022756,55,132.48,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,11/13/2023,GQ2311902,VESPASIANO/MG,TFC
BRAR,RA-2023-0328,BR0022757,BR0022807,51,123.26,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,3/12/2024,GQ2311903,VESPASIANO/MG,TFC
BRAR,RA-2023-0329,BR0022808,BR0022854,47,103.09,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,1/12/2024,GQ2311904,VESPASIANO/MG,TFC
BRAR,RA-2023-0330,BR0022855,BR0022908,54,126.6,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,1/15/2024,GQ2311905,VESPASIANO/MG,TFC
BRAR,RA-2023-0331,BR0022909,BR0022953,45,88.43,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,12/4/2023,GQ2311906,VESPASIANO/MG,TFC
BRAR,RA-2023-0332,BR0022954,BR0023001,48,119.32,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,1/17/2024,GQ2311907,VESPASIANO/MG,TFC
BRAR,RA-2023-0333,BR0023002,BR0023063,62,140.19,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,10/30/2023,GQ2311908,VESPASIANO/MG,TFC
BRAR,RA-2023-0334,BR0023064,BR0023097,34,71.28,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,12/1/2023,GQ2311909,VESPASIANO/MG,TFC
BRAR,RA-2023-0335,BR0023098,BR0023159,62,155.48,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,12/1/2023,GQ2311910,VESPASIANO/MG,TFC
BRAR,RA-2023-0336,BR0023160,BR0023212,53,109.99,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,1/30/2024,GQ2311911,VESPASIANO/MG,TFC
BRAR,RA-2023-0337,BR0023213,BR0023272,60,121.97,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,12/6/2023,GQ2311912,VESPASIANO/MG,TFC
BRAR,RA-2023-0338,BR0023273,BR0023328,56,123.83,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,11/30/2023,GQ2311913,VESPASIANO/MG,TFC
BRAR,RA-2023-0339,BR0030225,BR0030276,52,143.17,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,12/4/2023,GQ2311914,VESPASIANO/MG,TFC
BRAR,RA-2023-0340,BR0030277,BR0030324,48,120.06,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,12/6/2023,GQ2311915,VESPASIANO/MG,TFC
BRAR,RA-2023-0341,BR0030325,BR0030381,57,137.85,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/18/2023,NA,NA,8/22/2023,12/4/2023,GQ2311916,VESPASIANO/MG,TFC
BRAR,RA-2023-0342,BR0030382,BR0030440,59,171.95,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/17/2023,GQ2312302,VESPASIANO/MG,TFC
BRAR,RA-2023-0343,BR0030441,BR0030494,54,145.6,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/8/2023,GQ2312303,VESPASIANO/MG,TFC
BRAR,RA-2023-0344,BR0030495,BR0030543,49,124.03,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/10/2023,GQ2312304,VESPASIANO/MG,TFC
BRAR,RA-2023-0345,BR0030544,BR0030583,40,89.57,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/10/2023,GQ2312305,VESPASIANO/MG,TFC
BRAR,RA-2023-0346,BR0005139,BR0005258,120,303,Auger,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81,8/18/2023,NA,NA,8/22/2023,9/6/2023,BH23235198,VESPASIANO/MG,TFC
BRAR,RA-2023-0347,BR0023329,BR0023381,53,103.62,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/13/2023,GQ2312306,VESPASIANO/MG,TFC
BRAR,RA-2023-0348,BR0023382,BR0023413,32,70.15,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/8/2023,GQ2312307,VESPASIANO/MG,SSG
BRAR,RA-2023-0349,BR0023414,BR0023448,35,91.78,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/20/2023,GQ2312308,VESPASIANO/MG,SSG
BRAR,RA-2023-0350,BR0023449,BR0023506,58,134.9,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/17/2023,GQ2312309,VESPASIANO/MG,SSG
BRAR,RA-2023-0351,BR0023507,BR0023562,56,108.04,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/13/2023,GQ2312310,VESPASIANO/MG,SSG
BRAR,RA-2023-0352,BR0023563,BR0023607,45,105.12,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/9/2023,GQ2312311,VESPASIANO/MG,SSG
BRAR,RA-2023-0353,BR0023608,BR0023655,48,125.5,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/10/2023,GQ2312312,VESPASIANO/MG,SSG
BRAR,RA-2023-0354,BR0023656,BR0023705,50,104.32,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/19/2023,GQ2312313,VESPASIANO/MG,SSG
BRAR,RA-2023-0355,BR0023706,BR0023744,39,82.28,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/6/2023,GQ2312314,VESPASIANO/MG,SSG
BRAR,RA-2023-0356,BR0023745,BR0023777,33,67.7,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/7/2023,GQ2312315,VESPASIANO/MG,SSG
BRAR,RA-2023-0357,BR0023778,BR0023816,39,110.3,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/6/2023,GQ2312316,VESPASIANO/MG,SSG
BRAR,RA-2023-0358,BR0030584,BR0030637,54,151.41,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/23/2023,GQ2312317,VESPASIANO/MG,SSG
BRAR,RA-2023-0359,BR0030638,BR0030681,44,93.5,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/8/2023,GQ2312318,VESPASIANO/MG,SSG
BRAR,RA-2023-0360,BR0030682,BR0030719,38,108.68,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/10/2023,GQ2312319,VESPASIANO/MG,SSG
BRAR,RA-2023-0361,BR0030720,BR0030763,44,112.19,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/23/2023,NA,NA,8/28/2023,11/14/2023,GQ2312320,VESPASIANO/MG,SSG
BRAR,RA-2023-0362,BR0005259,BR0005332,74,184.78,Auger,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81,8/22/2023,NA,NA,8/28/2023,9/8/2023,BH23241781,VESPASIANO/MG,SSG
BRAR,RA-2023-0367,BR0005333,BR0005455,123,311.93,Auger,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81,9/2/2023,NA,NA,9/4/2023,9/19/2023,BH23249621,VESPASIANO/MG,TFC
BRAR,RA-2023-0368,BR0023817,BR0023852,36,87.68,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,12/7/2023,GQ2312773,VESPASIANO/MG,SSG
BRAR,RA-2023-0369,BR0023853,BR0023913,61,137.88,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,11/23/2023,GQ2312774,VESPASIANO/MG,SSG
BRAR,RA-2023-0370,BR0023914,BR0023970,57,121.4,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,11/28/2023,GQ2312775,VESPASIANO/MG,SSG
BRAR,RA-2023-0371,BR0023971,BR0024005,35,75.48,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,12/6/2023,GQ2312776,VESPASIANO/MG,SSG
BRAR,RA-2023-0372,BR0024006,BR0024043,38,72.17,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,12/7/2023,GQ2312777,VESPASIANO/MG,SSG
BRAR,RA-2023-0373,BR0024044,BR0024098,55,127.54,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,12/7/2023,GQ2312778,VESPASIANO/MG,SSG
BRAR,RA-2023-0374,BR0024099,BR0024143,45,113.3,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,11/27/2023,GQ2312779,VESPASIANO/MG,SSG
BRAR,RA-2023-0375,BR0024144,BR0024201,58,119.8,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,11/28/2023,GQ2312780,VESPASIANO/MG,SSG
BRAR,RA-2023-0376,BR0024202,BR0024264,63,157.45,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,3/1/2024,GQ2312781,VESPASIANO/MG,SSG
BRAR,RA-2023-0377,BR0024265,BR0024321,57,137.57,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,1/24/2024,GQ2312782,VESPASIANO/MG,SSG
BRAR,RA-2023-0378,BR0024322,BR0024355,34,77.62,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,2/29/2024,GQ2312783,VESPASIANO/MG,SSG
BRAR,RA-2023-0379,BR0024356,BR0024418,63,162.19,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,1/31/2024,GQ2312784,VESPASIANO/MG,SSG
BRAR,RA-2023-0380,BR0024419,BR0024465,47,93.95,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,11/25/2023,GQ2312785,VESPASIANO/MG,SSG
BRAR,RA-2023-0381,BR0024466,BR0024508,43,81.76,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,11/27/2023,GQ2312786,VESPASIANO/MG,SSG
BRAR,RA-2023-0382,BR0024509,BR0024568,60,159.74,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,2/9/2024,GQ2312787,VESPASIANO/MG,SSG
BRAR,RA-2023-0383,BR0030764,BR0030815,52,147.5,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,1/23/2024,GQ2312788,VESPASIANO/MG,SSG
BRAR,RA-2023-0384,BR0030816,BR0030868,53,159.93,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,2/9/2024,GQ2312789,VESPASIANO/MG,SSG
BRAR,RA-2023-0385,BR0030869,BR0030920,52,152.42,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,8/30/2023,NA,NA,9/5/2023,1/22/2024,GQ2312790,VESPASIANO/MG,SSG
BRAR,RA-2023-0388,BR0024569,BR0024622,54,131.89,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/23/2023,GQ2312685,VESPASIANO/MG,TFC
BRAR,RA-2023-0389,BR0024623,BR0024684,62,138.11,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/22/2023,GQ2312686,VESPASIANO/MG,TFC
BRAR,RA-2023-0390,BR0024685,BR0024732,48,118.19,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/22/2023,GQ2312687,VESPASIANO/MG,TFC
BRAR,RA-2023-0391,BR0024733,BR0024786,54,116.4,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/24/2023,GQ2312688,VESPASIANO/MG,TFC
BRAR,RA-2023-0392,BR0024787,BR0024828,42,100.63,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/23/2023,GQ2312689,VESPASIANO/MG,TFC
BRAR,RA-2023-0393,BR0024829,BR0024878,50,129.03,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/21/2023,GQ2312690,VESPASIANO/MG,TFC
BRAR,RA-2023-0394,BR0024879,BR0024928,50,110.54,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/21/2023,GQ2312691,VESPASIANO/MG,TFC
BRAR,RA-2023-0395,BR0024929,BR0024982,54,127.42,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/20/2023,GQ2312692,VESPASIANO/MG,TFC
BRAR,RA-2023-0396,BR0024983,BR0025033,51,109.86,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/26/2023,GQ2312693,VESPASIANO/MG,TFC
BRAR,RA-2023-0397,BR0025034,BR0025084,51,117.25,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/20/2023,GQ2312694,VESPASIANO/MG,TFC
BRAR,RA-2023-0398,BR0025085,BR0025126,42,107.49,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/23/2023,GQ2312695,VESPASIANO/MG,TFC
BRAR,RA-2023-0399,BR0025127,BR0025187,61,135.27,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/24/2023,GQ2312696,VESPASIANO/MG,TFC
BRAR,RA-2023-0400,BR0025188,BR0025247,60,151.8,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,12/15/2023,GQ2312697,VESPASIANO/MG,TFC
BRAR,RA-2023-0401,BR0025248,BR0025294,47,95.65,RC,Aratama,SGS,PRPCL_FORT,ICP95A / IMS95A,9/2/2023,NA,NA,9/4/2023,11/23/2023,GQ2312698,VESPASIANO/MG,TFC
