Project,Despach N° RA-20XX-XXXX,SampleID_Init,SampleID_Fin,TotalSample_SE,Weight SE,SampleType,Target,Laboratory,Prepared Method,Analytical Method,DispatchDate,Over Limit,Analytes,ReceivedDate,ResultDate,Workorder,Location,Responsible
BRAL,RA-2022-0013,BR1001081,BR1001082,2,5.87,RockChip,Aurora West,ALS,PREP-31,ME-MS61L+ME-MS81,5/16/2022,NA,NA,5/24/2022,7/4/2022,BH22134760,VESPASIANO/MG,JAC
BRAL,RA-2022-0024,BR1001382,BR1001385,4,11.89,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,6/27/2022,NA,NA,6/30/2022,8/11/2022,BH22176915,VESPASIANO/MG,HEM
BRAL,RA-2022-0025,BR1001533,BR1001545,13,52.59,Soil,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,6/27/2022,NA,NA,6/30/2022,8/5/2022,BH22176917,VESPASIANO/MG,HEM
BRAL,RA-2022-0027,BR1000554,BR1000563,10,41.59,StreamSed,Farias Brito,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/27/2022,NA,NA,6/30/2022,8/3/2022,BH22176922,VESPASIANO/MG,HEM
BRAL,RA-2022-0035,BR1001546,BR1001553,8,20.96,Soil,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,7/13/2022,NA,NA,7/19/2022,8/30/2022,BH22197627,VESPASIANO/MG,ULS
BRAL,RA-2022-0035,BR1002001,BR1002010,10,26.2,Soil,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,7/13/2022,NA,NA,7/19/2022,8/30/2022,BH22197627,VESPASIANO/MG,ULS
BRAL,RA-2022-0038,BR1001554,BR1001585,32,93.22,Soil,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,8/1/2022,NA,NA,8/4/2022,9/5/2022,BH22216783,VESPASIANO/MG,HEM
BRAL,RA-2022-0038,BR1002011,BR1002047,37,96.82,Soil,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,8/1/2022,NA,NA,8/4/2022,9/5/2022,BH22216783,VESPASIANO/MG,HEM
BRAL,RA-2022-0044,BR1001586,BR1001598,13,36.97,Soil,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,8/19/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,8/23/2022,10/8/2022,BH22236458,VESPASIANO/MG,HSJ
BRAL,RA-2022-0044,BR1002048,BR1002069,22,59.72,Soil,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,8/19/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,8/23/2022,10/8/2022,BH22236458,VESPASIANO/MG,HSJ
BRAL,RA-2022-0045,BR1000564,BR1000571,8,32.74,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/19/2022,NA,Th,8/23/2022,10/26/2022,BH22236461,VESPASIANO/MG,HSJ
BRAL,RA-2022-0045,BR1000651,BR1000659,9,36.83,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/19/2022,NA,Th,8/23/2022,10/26/2022,BH22236461,VESPASIANO/MG,HSJ
BRAL,RA-2022-0048,BR1000572,BR1000587,16,63.96,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/30/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,9/2/2022,11/4/2022,BH22249130,VESPASIANO/MG,ULS
BRAL,RA-2022-0048,BR1000660,BR1000676,17,67.95,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/30/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,9/2/2022,11/4/2022,BH22249130,VESPASIANO/MG,ULS
BRAL,RA-2022-0053,BR1000588,BR1000600,13,43.06,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,9/17/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,9/20/2022,11/26/2022,BH22268669,VESPASIANO/MG,HEM
BRAL,RA-2022-0053,BR1000677,BR1000699,23,76.19,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,9/17/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,9/20/2022,11/26/2022,BH22268669,VESPASIANO/MG,HEM
BRAL,RA-2022-0054,BR1000700,BR1000706,7,21.92,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,9/26/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,9/29/2022,12/29/2022,BH22305215,VESPASIANO/MG,HEM
BRAL,RA-2022-0054,BR1000901,BR1000908,8,25.05,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,9/26/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,9/29/2022,12/29/2022,BH22305215,VESPASIANO/MG,HEM
BRAL,RA-2022-0054,BR1002701,BR1002706,6,18.79,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,9/26/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,9/29/2022,12/29/2022,BH22305215,VESPASIANO/MG,HEM
BRAL,RA-2022-0061,BR1000707,BR1000742,36,118.1,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,10/22/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,10/25/2022,1/19/2023,BH22306148,VESPASIANO/MG,ULS
BRAL,RA-2022-0061,BR1002707,BR1002736,30,98.41,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,10/22/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,10/25/2022,1/19/2023,BH22306148,VESPASIANO/MG,ULS
BRAL,RA-2022-0062,BR1001451,BR1001460,10,14.03,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,10/22/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,10/25/2022,12/20/2022,BH22306150,VESPASIANO/MG,ULS
BRAL,RA-2022-0069,BR0007001,BR0007030,30,74.54,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/10/2022,NA,NA,11/17/2022,12/16/2022,BH22333690,VESPASIANO/MG,SSG
BRAL,RA-2022-0072,BR0007031,BR0007081,51,128.62,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/17/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,11/22/2022,1/3/2023,BH22337621,VESPASIANO/MG,ULS
BRAL,RA-2022-0073,BR1003301,BR1003341,41,123.18,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/17/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,11/22/2022,1/6/2023,BH22337624,VESPASIANO/MG,ULS
BRAL,RA-2022-0073,BR1003351,BR1003396,46,138.2,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/17/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,11/22/2022,1/6/2023,BH22337624,VESPASIANO/MG,ULS
BRAL,RA-2022-0074,BR1001461,BR1001477,17,43.92,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/17/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,11/22/2022,12/22/2022,BH22337626,VESPASIANO/MG,ULS
BRAL,RA-2022-0075,BR1000743,BR1000757,15,66.33,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,11/17/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,11/22/2022,1/6/2023,BH22337627,VESPASIANO/MG,ULS
BRAL,RA-2022-0075,BR1002737,BR1002746,10,44.22,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,11/17/2022,NA,Th,11/22/2022,1/6/2023,BH22337627,VESPASIANO/MG,ULS
BRAL,RA-2022-0077,BR0007082,BR0007102,21,53.57,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/23/2022,NA,Th,11/29/2022,1/4/2023,BH22344815,VESPASIANO/MG,ULS
BRAL,RA-2022-0082,BR0007103,BR0007170,68,173.41,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,12/13/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,12/19/2022,2/8/2023,BH22373753,VESPASIANO/MG,SSG
BRAL,RA-2022-0084,BR1000758,BR1000795,38,162.66,StreamSed,Varzea Alegre,ALS,PREP-41+WEI-02,ME-MS61L+ME-MS81+Au-ICP22,12/19/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,12/27/2022,2/19/2023,BH22373812,VESPASIANO/MG,ULS
BRAL,RA-2022-0084,BR1002747,BR1002789,43,184.06,StreamSed,Varzea Alegre,ALS,PREP-41+WEI-02,ME-MS61L+ME-MS81+Au-ICP22,12/19/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,12/27/2022,2/19/2023,BH22373812,VESPASIANO/MG,ULS
BRAL,RA-2022-0085,BR1001478,BR1001500,23,73.19,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,12/19/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,12/27/2022,2/21/2023,BH22373815,VESPASIANO/MG,ULS
BRAL,RA-2022-0085,BR1004201,BR1004228,28,89.1,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,12/19/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,12/27/2022,2/21/2023,BH22373815,VESPASIANO/MG,ULS
BRAL,RA-2022-0085,BR1004205,BR1004205,1,0.29,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,8/6/2024,9/4/2024,BH24212261,VESPASIANO/MG,MMB
BRAL,RA-2022-0088,BR0007171,BR0007232,62,154.71,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,12/20/2022,NA,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,12/27/2022,2/10/2023,BH22373819,VESPASIANO/MG,ULS
BRAL,RA-2023-0005,BR1000796,BR1000815,20,78.97,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,1/24/2023,ME-OGREE,NA,1/31/2023,3/7/2023,BH23026113,VESPASIANO/MG,ULS
BRAL,RA-2023-0005,BR1002790,BR1002795,6,23.69,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,1/24/2023,ME-OGREE,NA,1/31/2023,3/7/2023,BH23026113,VESPASIANO/MG,ULS
BRAL,RA-2023-0012,BR0007233,BR0007314,82,212.27,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,2/8/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,2/9/2023,3/10/2023,BH23035303,VESPASIANO/MG,ULS
BRAL,RA-2023-0013,BR1004229,BR1004258,30,72.3,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP27,2/16/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,2/23/2023,3/26/2023,BH23049311,VESPASIANO/MG,ULS
BRAL,RA-2023-0013,BR1004229,BR1004229,1,0.32,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,8/6/2024,8/31/2024,BH24213459,VESPASIANO/MG,MMB
BRAL,RA-2023-0020,BR1000816,BR1000850,35,140.27,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,2/24/2023,ME-OGREE,Th,2/27/2023,3/20/2023,BH23051447,VESPASIANO/MG,ULS
BRAL,RA-2023-0020,BR1002796,BR1002828,33,132.25,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,2/24/2023,ME-OGREE,NA,2/27/2023,3/20/2023,BH23051447,VESPASIANO/MG,ULS
BRAL,RA-2023-0024,BR1000851,BR1000862,12,38.51,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,3/11/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,3/13/2023,3/29/2023,BH23066021,VESPASIANO/MG,SSG
BRAL,RA-2023-0024,BR1002829,BR1002840,12,38.51,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,3/11/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,3/13/2023,3/29/2023,BH23066021,VESPASIANO/MG,SSG
BRAL,RA-2023-0079,BR1003342,BR1003344,3,7.77,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,5/4/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb + U,5/9/2023,5/27/2023,BH23124985,VESPASIANO/MG,SSG
BRAL,RA-2023-0104,BR1003397,BR1003400,4,10.25,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,5/24/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb + Th e U,5/29/2023,6/20/2023,BH23144907,VESPASIANO/MG,SDS
BRAL,RA-2023-0136,BR1002401,BR1002401,1,2.34,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,6/9/2023,NA,NA,6/15/2023,7/21/2023,BH23162629,VESPASIANO/MG,SSG
BRAL,RA-2023-0136,BR1008010,BR1008010,1,2.34,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,6/9/2023,NA,NA,6/15/2023,7/21/2023,BH23162629,VESPASIANO/MG,SSG
BRAL,RA-2023-0137,BR1000878,BR1000895,18,62.26,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/9/2023,NA,NA,6/15/2023,7/19/2023,BH23162633,VESPASIANO/MG,SSG
BRAL,RA-2023-0137,BR1002857,BR1002876,20,69.18,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/9/2023,NA,NA,6/15/2023,7/19/2023,BH23162633,VESPASIANO/MG,SSG
BRAL,RA-2023-0137,BR1004922,BR1004948,27,93.39,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/9/2023,NA,NA,6/15/2023,7/19/2023,BH23162633,VESPASIANO/MG,SSG
BRAL,RA-2023-0162,BR1000896,BR1000900,5,16.92,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/15/2023,NA,NA,6/28/2023,7/22/2023,BH23175819,VESPASIANO/MG,ULS
BRAL,RA-2023-0162,BR1000909,BR1000915,7,23.67,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/15/2023,NA,NA,6/28/2023,7/22/2023,BH23175819,VESPASIANO/MG,ULS
BRAL,RA-2023-0162,BR1002877,BR1002885,9,30.44,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/15/2023,NA,NA,6/28/2023,7/22/2023,BH23175819,VESPASIANO/MG,ULS
BRAL,RA-2023-0162,BR1004949,BR1004963,15,50.73,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/15/2023,NA,NA,6/28/2023,7/22/2023,BH23175819,VESPASIANO/MG,ULS
BRAL,RA-2023-0177,BR1000916,BR1000931,16,35.06,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/28/2023,NA,NA,7/6/2023,8/2/2023,BH23174857,VESPASIANO/MG,SSG
BRAL,RA-2023-0177,BR1002886,BR1002900,15,32.87,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/28/2023,NA,NA,7/6/2023,8/2/2023,BH23174857,VESPASIANO/MG,SSG
BRAL,RA-2023-0177,BR1004964,BR1004975,12,26.3,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/28/2023,NA,NA,7/6/2023,8/2/2023,BH23174857,VESPASIANO/MG,SSG
BRAL,RA-2023-0179,BR0007315,BR0007339,25,64.9,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,7/5/2023,ME-OGREE,NA,7/11/2023,8/1/2023,BH23189878,VESPASIANO/MG,SSG
BRAL,RA-2023-0211,BR1000932,BR1000942,11,38.23,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,7/5/2023,NA,NA,7/11/2023,8/2/2023,BH23189881,VESPASIANO/MG,SSG
BRAL,RA-2023-0211,BR1002901,BR1002916,16,55.61,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,7/5/2023,NA,NA,7/11/2023,8/2/2023,BH23189881,VESPASIANO/MG,SSG
BRAL,RA-2023-0211,BR1004976,BR1004994,19,66.04,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,7/5/2023,NA,NA,7/11/2023,8/2/2023,BH23189881,VESPASIANO/MG,SSG
BRAL,RA-2023-0212,BR1000943,BR1000954,12,41.14,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,7/13/2023,ME-OGREE,NA,7/17/2023,8/8/2023,BH23196066,VESPASIANO/MG,TFC
BRAL,RA-2023-0212,BR1002201,BR1002211,11,37.71,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,7/13/2023,ME-OGREE,NA,7/17/2023,8/8/2023,BH23196066,VESPASIANO/MG,TFC
BRAL,RA-2023-0212,BR1002917,BR1002931,15,51.43,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,7/13/2023,ME-OGREE,NA,7/17/2023,8/8/2023,BH23196066,VESPASIANO/MG,TFC
BRAL,RA-2023-0212,BR1004995,BR1005000,6,20.57,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,7/13/2023,ME-OGREE,NA,7/17/2023,8/8/2023,BH23196066,VESPASIANO/MG,TFC
BRAL,RA-2023-0215,BR0007340,BR0007388,49,121.62,Auger,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,7/13/2023,ME-OGREE,NA,7/17/2023,8/4/2023,BH23196085,VESPASIANO/MG,TFC
BRAL,RA-2023-0289,BR1002212,BR1002232,21,69.55,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/2/2023,NA,NA,8/8/2023,8/28/2023,BH23220371,VESPASIANO/MG,KSI
BRAL,RA-2023-0289,BR1002932,BR1002944,13,43.06,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/2/2023,NA,NA,8/8/2023,8/28/2023,BH23220371,VESPASIANO/MG,KSI
BRAL,RA-2023-0289,BR1000955,BR1000990,36,119.23,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/2/2023,NA,NA,8/8/2023,8/28/2023,BH23220371,VESPASIANO/MG,KSI
BRAL,RA-2023-0311,BR1000991,BR1001000,10,31.66,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/11/2023,NA,NA,8/17/2023,9/2/2023,BH23230207,VESPASIANO/MG,SSG
BRAL,RA-2023-0311,BR1002233,BR1002242,10,31.66,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/11/2023,NA,NA,8/17/2023,9/2/2023,BH23230207,VESPASIANO/MG,SSG
BRAL,RA-2023-0311,BR1002945,BR1002954,10,31.66,StreamSed,Varzea Alegre,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,8/11/2023,NA,NA,8/17/2023,9/2/2023,BH23230207,VESPASIANO/MG,SSG
BRAL,RA-2023-0363,BR1002402,BR1002402,1,2.84,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,8/22/2023,NA,NA,8/28/2023,9/11/2023,BH23241803,VESPASIANO/MG,SSG
BRAL,RA-2023-0363,BR1004281,BR1004294,14,39.81,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,8/22/2023,NA,NA,8/28/2023,9/11/2023,BH23241803,VESPASIANO/MG,SSG
BRAL,RA-2023-0363,BR1004744,BR1004762,19,54.02,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,8/22/2023,NA,NA,8/28/2023,9/11/2023,BH23241803,VESPASIANO/MG,SSG
BRAL,RA-2023-0363,BR1008011,BR1008015,5,14.21,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,8/22/2023,NA,NA,8/28/2023,9/11/2023,BH23241803,VESPASIANO/MG,SSG
BRAL,RA-2023-0363,BR1008051,BR1008052,2,5.69,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,8/22/2023,NA,NA,8/28/2023,9/11/2023,BH23241803,VESPASIANO/MG,SSG
BRAL,RA-2023-0364,BR1009351,BR1009495,145,334.78,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,8/22/2023,NA,NA,8/28/2023,9/9/2023,BH23241812,VESPASIANO/MG,SSG
BRAL,RA-2023-0365,BR1009151,BR1009180,30,64.47,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/2/2023,NA,NA,9/4/2023,9/20/2023,BH23249612,VESPASIANO/MG,TFC
BRAL,RA-2023-0365,BR1009496,BR1009530,35,75.22,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/2/2023,NA,NA,9/4/2023,9/20/2023,BH23249612,VESPASIANO/MG,TFC
BRAL,RA-2023-0366,BR1004502,BR1004531,30,66.1,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/2/2023,NA,NA,9/4/2023,9/19/2023,BH23249619,VESPASIANO/MG,TFC
BRAL,RA-2023-0450,BR1004295,BR1004316,22,56.82,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/23/2023,NA,NA,9/27/2023,10/16/2023,BH23275599,VESPASIANO/MG,MPS
BRAL,RA-2023-0450,BR1004532,BR1004541,10,25.83,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/23/2023,NA,NA,9/27/2023,10/16/2023,BH23275599,VESPASIANO/MG,MPS
BRAL,RA-2023-0450,BR1004311,BR1004316,6,3.98,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,NA,8/6/2024,8/21/2024,BH24213463,VESPASIANO/MG,MMB
BRAL,RA-2023-0451,BR1009551,BR1009679,129,303.94,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/23/2023,NA,NA,9/27/2023,10/11/2023,BH23275603,VESPASIANO/MG,SSG
BRAL,RA-2023-0462,BR1002661,BR1002677,17,43.96,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/29/2023,NA,NA,10/4/2023,10/24/2023,BH23283497,VESPASIANO/MG,MPS
BRAL,RA-2023-0462,BR1004317,BR1004368,52,134.45,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/29/2023,NA,NA,10/4/2023,10/24/2023,BH23283497,VESPASIANO/MG,MPS
BRAL,RA-2023-0462,BR1004321,BR1004322,2,1.48,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,NA,8/6/2024,8/21/2024,BH24213469,VESPASIANO/MG,MMB
BRAL,RA-2023-0462,BR1004337,BR1004337,1,0.74,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,NA,8/6/2024,8/21/2024,BH24213469,VESPASIANO/MG,MMB
BRAL,RA-2023-0462,BR1004340,BR1004340,1,0.74,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,NA,8/6/2024,8/21/2024,BH24213469,VESPASIANO/MG,MMB
BRAL,RA-2023-0462,BR1004354,BR1004354,1,0.74,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,NA,8/6/2024,8/21/2024,BH24213469,VESPASIANO/MG,MMB
BRAL,RA-2023-0463,BR1009680,BR1009715,36,82.53,Channel,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/29/2023,NA,NA,10/4/2023,10/19/2023,BH23283511,VESPASIANO/MG,MPS
BRAL,RA-2023-0521,BR1002403,BR1002431,29,69.18,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,10/20/2023,NA,NA,10/24/2023,11/16/2023,BH23305704,VESPASIANO/MG,KSI
BRAL,RA-2023-0521,BR1002678,BR1002700,23,54.87,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,10/20/2023,NA,NA,10/24/2023,11/16/2023,BH23305704,VESPASIANO/MG,KSI
BRAL,RA-2023-0521,BR1004369,BR1004400,32,76.34,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,10/20/2023,NA,NA,10/24/2023,11/16/2023,BH23305704,VESPASIANO/MG,KSI
BRAL,RA-2023-0521,BR1008053,BR1008094,42,100.19,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,10/20/2023,NA,NA,10/24/2023,11/16/2023,BH23305704,VESPASIANO/MG,KSI
BRAL,RA-2023-0521,BR1002428,BR1002428,1,0.13,Pulp,Varzea Alegre,ALS,LOG-24,NA,7/26/2024,ME-XRF10,NA,8/6/2024,8/31/2024,BH24213473,VESPASIANO/MG,MMB
BRAL,RA-2023-0592,BR1004781,BR1004785,5,12.41,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/24/2023,ME-OGREE,NA,11/28/2023,1/25/2024,BH23343011,VESPASIANO/MG,MPS
BRAL,RA-2023-0592,BR1008095,BR1008100,6,14.89,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/24/2023,ME-OGREE,NA,11/28/2023,1/25/2024,BH23343011,VESPASIANO/MG,MPS
BRAL,RA-2023-0592,BR1008016,BR1008037,22,54.6,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/24/2023,ME-OGREE,NA,11/28/2023,1/25/2024,BH23343011,VESPASIANO/MG,MPS
BRAL,RA-2023-0592,BR1010201,BR1010212,12,29.78,RockChip,Varzea Alegre,ALS,PREP-31,ME-MS61L+ME-MS81,11/24/2023,ME-OGREE,NA,11/28/2023,1/25/2024,BH23343011,VESPASIANO/MG,MPS
